제목,날짜,링크,요약,type,date,contents
Digitalization in deep foundation work: The positioning system LIPOS ® supports continuous flight auger drilling ,Press releases |01/18/2021,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/digitalization-in-deep-foundation-work-the-positioning-system-lipos-supports-continuous-flight-auger-drilling.html?page=77,"Every building stands on a solid foundation that bears the whole weight. However, when the ground below is too soft or unstable, qualified deep foundation specialists come into play in order to provide the required ground bearing capacity. With the LIPOS system, Liebherr equips the deep foundation specialists with a tool that simplifies the task in various ways.Find out more",Press releases,01/18/2021,"The Burgenland Hospital Association, KRAGES, is building a general hospital in Oberwart, Austria. The new building, in direct vicinity to the existing hospital, shall guarantee excellent medical, nursing and therapeutic care in the region. In order to avoid subsequent settlement and damage to the new building, the available land requires substantial foundation work before it can support a whole hospital.. Züblin Spezialtiefbau Ges.m.b.H. equips its first Liebherr drilling rig for the digital ageThe company Züblin Spezialtiefbau Ges.m.b.H. was contracted to install 1,310 piles in an area of 23.000 m² for the foundation of the complete new building. All piles have a diameter of 630 mm and are being installed using the CFA (continuous flight auger) method. The maximum depth of the foundation piles is 16 m. Initially, it was assumed that a construction period of approximately 4 months would be required to complete more than 1000 piles. To complete the task, Züblin Spezialtiefbau is using a Liebherr drilling rig type LB 28, which has been equipped with the positioning system LIPOS for the first time. The LB 28 is supported on site by a Liebherr concrete pump type THS 110, which ensures that the delivered concrete is immediately pumped to the required location.. All drilling points can be quickly selected and the machine positionedOnce the complete building ground was exactly measured and the precise position of each single pile was identified, the gathered data could be transferred as a digital drilling plan to the LIPOS positioning system in the Liebherr machine in no time. Jobsite data and pile lists for work to be carried out are transferred to the machine when the drilling list is uploaded. The operator sees his position with centimetre precision at all times thanks to an additional monitor in the cabin. The LB 28 can be manoeuvred with ease to each of the 1,310 drilling points without the need of any iron stakes or colour markings for orientation. The operator no longer has to watch out for ground markings or the concrete hose. He can concentrate on important things, is more flexible and independent, and therefore, quicker in handling the drilling rig. Furthermore, the system simplifies the positioning of jobsite equipment. The concrete pump, the reinforcements, as well as other tools and material can be optimally positioned around the drilling rig.. Productivity results from the combination of high performance machine technology and sophisticated assistance systemsAn above-average daily drilling performance is achieved using the LB 28 and the construction work could be completed earlier than planned, actually after only 3 months. One reason, in addition to the reliable Liebherr construction machine, is the extremely productive working method. The LIPOS positioning system plays a decisive role here. Without this system the drilling points would have to be newly measured, drawn and marked at least three times a day. An enormous additional effort which is completely eliminated with the help of LIPOS. All jobsite personnel has a clear overview at all times of exactly where the piles are, which piles are already completed and which still have to be done. One thing is clear for the site manager Harald Fugger following his experience on the jobsite in Oberwart, “The LIPOS positioning system is ideally suited for completing jobsites, especially using the CFA method. It has proven itself well on the jobsite and makes working processes easier allowing continuous real time control and monitoring. Quality management is considerably improved through the automatic recording of the processes. The LIPOS system is basically self-explanatory for the operator and convinces through easy handling.”. DownloadsHere you will find the press release and images for download.. Presseinformation Deutsch PDF (390 KB)Press Information EnglishPDF (389 KB)ImagesZIP (8.4 MB). Johannes RauchLiebherr-Werk Nenzing GmbHDr. Hans Liebherr Straße 16710 NenzingAustriaSend contact request. "
Largest Liebherr material handling machine in France delivered ,Press releases |01/15/2021,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/largest-liebherr-material-handling-machine-in-france-delivered.html?page=77,"The largest Liebherr material handling machine to be delivered in France to date, an LH 110 M Port Litronic, will be operated at the harbour of Villefranche-sur-Saône in the Auvergne-Rhône-Alpes region, near Lyon. The harbour is located directly on the wide-gauge axis of the Rhône-Saône rivers, acting as a trimodal location linking waterways, road and rail carriers across the whole of France.Find out more",Press releases,01/15/2021,"Florent Dupré, Managing Director of the Harbour of Villefranche-sur-Saône, was looking for a high-quality, reliable machine that would be able to deliver good handling performance. Furthermore, it should also offer great flexibility to meet a wide range of different operational requirements in the harbour.The company, which has maintained a commercial relationship with Liebherr since 2002, selected the LH 110 M Port, a new material handling machine with an operational weight of around 110 tons from the Port Equipment product line. Besides the high level of product quality, Florent Dupré was impressed by the openness and competence of the local Liebherr representative, Tecmat Service.The machine: LH 110 M Port Litronic The new Liebherr LH 110 M Port material handling machine was designed especially for handling bulk goods and general cargo in port handling operations. It impresses with its new weight-optimized equipment and enormous lift capacities. At the same time, the 13 metre angled boom and the 12 metre straight stick give the machine a reach of up to 23.8 metres, allowing it to cover an extensive working area when loading and unloading ships. Outrigger support on the front and rear mobile undercarriage and optimised weight distribution between the uppercarriage, undercarriage and equipment provide for maximum stability in working operation and contribute to an above-average handling capacity.The LH 110 M Port at the harbour in Villefranche-sur-Saône is presented as a powerful and efficient machine. The equipment includes the standard, innovative Liebherr energy recovery (ERC) system. This boosts the system performance, providing for greater handling capacity and at the same time allowing energy savings of up to 30%. The 300 kW / 408 hp, Stage V emissions compliant Liebherr construction machinery diesel engine allows the material handling machine to mobilise a total output of 478 kW in combination with the ERC system.. Top-class cab: maximum operating comfort Another highlight of the LH 110 M Port is the freely variable height-adjustable double-parallelogram hydraulic driver's cab with sliding door. Its large window areas give the operator in the harbour optimum view upwards, forwards and downwards. The double-parallelogram cab can be moved forward up to 4 metres for an even better view to the front, for example over a ship's side. Moreover, it also offers the operator safe and simple access from the ground. The ergonomic driver's seat, the intuitive colour touchscreen display and the standard proportional controls and joystick steering all contribute to comfortable operation and precise control of the Liebherr material handler.Liebherr attachments and quick coupling systems: for economical handling in the harbour Every day, a wide range of different materials are handled at the harbour in Villefranche-sur-Saône. This amounts to up to 1,850,000 tons of bulk and conventional goods every year. The company's product portfolio includes a broad range of logistics solutions in the field of heavy load handling, plus warehouse and outdoor storage capacity. In order to respond flexibly to specific operational requirements, Florent Dupré chose the attachments specially developed and produced by Liebherr for harbour handling. The equipment of the LH 110 M Port now includes the Liebherr clamshell and the Liebherr wood grapple, each in two different sizes. The two Liebherr clamshells, the GMZ 80 and GMZ 120, can be used for the safe and fast handling of bulk goods such as ore, coal, sand, gravel and grain. The filling volume of the Liebherr clamshell GMZ 80 is 6 m³; that of the GMZ 120 around 8 m³. The special Liebherr wood grapples are used for the safe handling of all kinds of wood and timber. The Liebherr wood grapple GMH 80 can pick up and handle up to 1.9 m² of wood. The Liebherr wood grapple GMH 120 can manage up to 3.6 m². To enable the attachments to be changed quickly and safely for different operations from the driver's cab, the LH 110 M Port is now equipped with the MH 110B LIKUFIX quick coupling system. This is a fully automatic coupling system for suspended attachments, for example Liebherr clamshells and wood grapples. Florent Dupré is convinced: ""The combination of Liebherr attachments specially designed for the intended operation, and the fully automatic Liebherr quick coupling system will allow maximum machine utilisation of the LH 110 M Port and thus greater handling capacity at our harbour in Villefranche-sur-Saône.""Ceremonial handover of the keysThe official handover of the LH 110 M Port took place at the harbour in Villefranche-sur-Saône at the end of 2020. During the ceremony, Martin Schickel (managing director of Liebherr-France SAS) and Franck Lafabrie (managing director of Tecmat Service) presented a symbolic key to the new Liebherr material handling machine to the harbour manager, Florent Dupré.. DownloadsHere you will find the press release and images for download.. Presseinformation Deutsch PDF (180 KB)Press Information EnglishPDF (177 KB)Information Presse Français PDF (181 KB)ImagesZIP (1.3 MB). . Nadine WillburgerMarketingLiebherr-Hydraulikbagger GmbHLiebherrstraße 1288457 Kirchdorf an der IllerGermanyPhone+49 7354 80-0Fax+49 7354 8075-38Send contact request. "
New alternative – fast telescoping using rope pull technology for Liebherr LTC 1050-3.1 compact crane ,Press releases |01/14/2021,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/new-alternative-%E2%80%93-fast-telescoping-using-rope-pull-technology-for-liebherr-ltc-1050-3-1-compact-crane.html?page=77,Liebherr has developed another option for its successful LTC 1050-3.1 compact crane – in future crane contractors will have the choice between the existing 36 metre telescopic boom with the TELEMATIK fast cycle telescoping system and a new 31 metre boom featuring rope extension technology. The first machines with the new telescopic boom will be delivered in the second half of 2021.Find out more,Press releases,01/14/2021,"The development of the TELEMATIK single-cylinder fast cycle telescoping system at the end of the 90s not only won Liebherr a series of innovation awards, but also revolutionised the crane market. TELEMATIK provided the basis for the development of multi-section and therefore ever longer telescopic booms with increased performance. The system operates using just one hydraulic cylinder and an internal locking system for the individual telescoping sections. The telescoping sections are extended easily and automatically to the required lengths using the hydraulic cylinder and are then pinned.. Lightweight single-cylinder extension system: powerful and longThis lightweight single-cylinder extension system delivers high lifting capacities with long booms and large radii. But even with the booms not fully extended, TELEMATIK delivers higher lifting capacities as the individual telescoping sections can be extended in any sequence and independently of each other.As a result of its many benefits, Liebherr used TELEMATIK on the LTC 1045-3.1, which was launched in 2010, and its successor, the LTC 1050-3.1, which replaced it as from 2015.. Boom with rope extension mechanism - familiar and fastCrane contractors who chiefly use the Liebherr compact crane inside buildings and mostly do not need the full length of the 36 metre telescopic boom see also benefits of a boom with rope pull technology – the telescoping process is faster and many operators of mobile cranes in the lifting capacity class up to 50 tonnes are familiar with rope pull technology.Liebherr uses a hydro-mechanical telescoping system on LTM mobile cranes whose telescopic boom consists of the pivot section and a maximum of three telescoping sections. The integral rope pull technology enables the telescopic boom to be extended to the required length particularly easily and quickly.After in-depth discussions with customers, Liebherr decided to develop a boom with a rope extension mechanism as an alternative for the LTC 1050-3.1. This is 31 metres long and consists of a pivot section and 4 telescoping sections – one less than the TELEMATIK boom. The telescoping sections are extended and retracted using a dual-action 2-stage hydraulic cylinder. Stage 1 extends telescoping section 1. Stage 2 extends telescoping sections 2 to 4 synchronously using a 2-way pulley block. The new boom also delivers high telescoping lifting capacities, an important feature for use inside buildings.. DownloadsHere you will find the press release and images for download.. Presseinformation Deutsch PDF (203 KB)Press Information EnglishPDF (202 KB)Information Presse Français PDF (203 KB)Información de Prensa EspañolPDF (305 KB)Informazione Stampa ItalianoPDF (303 KB)Пресс-релизPDF (275 KB)ImagesZIP (1.9 MB). . Wolfgang BeringerMarketing and CommunicationLiebherr-Werk Ehingen GmbHDr.-Hans-Liebherr-Straße 189584 Ehingen (Donau)GermanyPhone+49 7391 502-0Fax+49 7391 502-3403Send contact request. "
World class – Team Liebherr plays at the Santiago Bernabéu Stadium,Press releases |01/12/2021,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/world-class-team-liebherr-plays-at-the-santiago-bernabeu-stadium.html?page=77,"Legendary football stadium Estadio Santiago Bernabéu in Madrid is currently being refurbished. It will reopen in 2022 in the form of a superb, ultra-modern stadium with a wide range of positive features. The professionals at Spanish championship record holders Real Madrid CF have therefore had to leave the pitch – to be replaced by a whole team of cranes and construction machinery, playing a fascinating game, featuring an LR 1800-1.0 from Eurogruas 2000 together with an LR 1600/2 and an LR 1600/2-W from Gruas Aguilar.Find out more",Press releases,01/12/2021,"Established crane contractor Gruas Aguilar has, at times, had 18 Liebherr mobile and crawler cranes on the site with lifting capacities ranging from 40 to 1200 tonnes. “Winning the order for the crane work at the Bernabéu was not only a routine job for us, but also a great challenge”, says Luis Aguilar, owner of Gruas Aguilar. “The logistics and planning required for all these cranes in all different sizes was enormous. From the compact LTC 1050-3.1 and LRT 1100-2.1 rough-terrain crane to the LTM 11200-9.1, there was a full team on the pitch”, adds Aguilar and continues: “Obviously, we were reliant on the usual competent, fast response from Liebherr-Iberica’s after-sales service team.”. The champions – LR 1800-1.0, LR 1600/2 and LR 1600/2-WThe three-man formation consisting of an LR 1600/2 and an LR 1600/2-W from Gruas Aguilar, together with an LR 1800-1.0 from Eurogruas 2000, produced a strong performance. They were on site permanently from June to December 2020 carrying out a wide variety of hoisting work. The gigantic heavy girders for the roof structure, in particular, had to be hoisted into position.. The LR 1800-1.0 from Eurogruas 2000 impressed as a skilful playmaker. It was demonstrating all its strengths, as Javier Sato, co-owner of the Eurogruas 2000 Group explains: “High capacity, compact dimensions, low-cost logistics and flexible use – they were the features that resulted in us investing in the LR 1800-1.0. It was a very good decision for us and we are proud to have taken delivery of the very first machine at the Bauma in 2019.” The working conditions in the centre of the city immediately next to the arterial Paseo de la Castellana road were very complex due to the highly constricted space available, heavy loads and large radii. “We were completely reliant on the flexibility of the derrick ballast”, says Eurogruas 2000’s Project Manager, Jose Garcia and Juan Ayora. “The V-Frame enabled us to position loads weighing between 40 and 213 tonnes with a very wide range of radii safely and precisely without having to move the crane on the site.” The experienced crane contractor simulated every hoist in detail on a computer beforehand with the site team. Garcia and Ayora continue: “The teams from Liebherr-Iberica and Liebherr in Ehingen meant we had excellent, successful teamwork, particularly configuring the booms and planning the hoists.”. The new star among stadiumsThe Bernabéu Stadium, one of the real landmarks of Madrid, has a long history. For Santiago Bernabéu, who was initially a player before he became coach and then President of Real Madrid, the stadium represented the achievement of a lifelong dream. He collected donations and was able to start the construction work in 1944, during the Second World War. The stadium was then opened in 1947. After several modifications and extensions over the past few decades, the stadium, which has hosted a whole series of international finals, is currently once again filled with construction machines.By 2022, the Bernabéu will be an ultramodern stadium with a hydraulically adjustable roof structure, lowering hybrid turf and new shopping, business and leisure facilities. The façade can be illuminated during the hours of darkness using LEDs in a wide range of scenarios. There is a promenade around the entire structure at the top of the façade which provides a panoramic view of life in the neighbouring streets and the sporting excellence or events taking place in the stadium itself.. DownloadsHere you will find the press release and images for download.. Presseinformation Deutsch PDF (112 KB)Press Information EnglishPDF (111 KB)Información de Prensa EspañolPDF (116 KB)ImagesZIP (14.7 MB). . Wolfgang BeringerMarketing and CommunicationLiebherr-Werk Ehingen GmbHDr.-Hans-Liebherr-Straße 189584 Ehingen (Donau)GermanyPhone+49 7391 502-0Fax+49 7391 502-3403Send contact request. "
Wagstaff chooses 900 ton Liebherr LTM 1750-9.1 with new software upgrade for critical lift ,Press releases |01/11/2021,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/wagstaff-chooses-900-ton-liebherr-ltm-1750-9.1-with-new-software-upgrade-for-critical-lift.html?page=77,A Liebherr LTM 1750-9.1 with a new crane software upgrade kit provided the lifting power for Wagstaff Crane Service during an expansion project at the Hunstman Cancer Institute at the University of Utah.Find out more,Press releases,01/11/2021,"Wagstaff Crane Service based out of Murray, Utah, provided services for installation of a 175 ft., 125,000 pound sky bridge at the new Kathryn F. Kirk Center for Comprehensive Cancer Care and Women’s Cancers at Huntsman Cancer hospital.Wagstaff Crane Service was subcontracted to unload, assemble and place a steel pedestrian bridge in its final position on the north side campus expansion. The pedestrian bridge is part of a multi-phase expansion project and ties into the Phase III expansion started in 2011. Due to the location of the bridge and how it integrates into the multi-phase expansion, the bridge needed to be placed prior to the start of any of the Phase V structure, slated to begin construction in 2022.Presented with the unique challenge of working near a congested area of the hospital with heavy traffic on the side of a mountain, Wagstaff Crane Service employed its flagship crane, the LTM 1750-9.1 with the recent crane software upgrade. The improved load charts made this lift possible, without the upgrade the lift would have been over 90% of the total capacity. The Wagstaff project management team considered a crawler crane as the alternative but it proved to be more costly for all parties involved.“We were planning for this lift about a year before this took place. Numerous different configurations had been drawn up including a proposal with plans showing a critical lift at 93%. The option to bring in a large crawler crane was also considered due to the fact that the lift was taking place over a functioning hospital clinic with close proximity to power lines, and active life flight helicopters. These risks coupled with a critical lift made some nervous to proceed, until the update was released, and we could present a new and improved lift plan that showed a safer lift,” said Ronnie Wagstaff, Project Manager for Wagstaff Crane Service.The LTM 1750-9.1 is a popular option among customers because it is easy to transport, can fit in tight spaces, sets up quickly, has high lifting capacity and a variable boom system. “The LTM 1750-9.1 was able to drive to the site with equipment installed with only an additional 11 truckloads of parts needed. The crane was assembled and ready to work in approximately 12 hours,” said Wagstaff.“A combination of limited site space, constrained site access, fully open facilities adjacent to and below portions of the bridge, weight and distance of the pick, as well as the need for several different configurations for the offloading and ground pre-assembly of the bridge at close radius to the crane and setting of the support steel on the north east side of the Phase 3 building, were all determining factors in the use of the LTM 1750 for this project,” Wagstaff continued.. LTM 1750-9.1 with new software upgradeAn already impressive 900 ton, nine axle, 18 wheel all-terrain crane- the LTM 1750-9.1, is even more powerful with the newest crane upgrade kit and can hoist even heavier loads. The use of refined static calculation methods enables increased lifting capacity values across the entire working range. Owners of the LTM 1750-9.1 can now update the crane software with the new tables and, if necessary, add any additional equipment required.This latest software upgrade, provides additional value due to the improved load charts. Lifting capacity tables for three wind speeds are now available for this crane and for all the latest new developments. The LTM 1750-9.1 has entered into a higher lifting capacity class due to the new luffing jib configuration used for wind power applications. This delivers significant additional support for customers, both during job planning and in operation. It takes a critical lift and brings it within requirements of the job specifications. During this project “several lifts that were critical – 90% or above, were reduced to 85% or lower,” said Project Manager, Ronnie Wagstaff.. DownloadsDownload the press release and images here.. Press Release EnglishPDF (388 KB)ImagesZIP (5.6 MB). . Ana CabiedesLiebherr USA, Co.Headquarters4800 Chestnut Ave.Newport News, VA 23607USAPhone+1 757 928 2503 Send contact request. "
Order for 33 G-BKF armoured recovery and crane vehicles for the Bundeswehr completed,Press releases |01/11/2021,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/order-for-33-g-bkf-armoured-recovery-and-crane-vehicles-for-the-bundeswehr-completed.html?page=77,"In June 2017, Liebherr received an order from the Federal Office of Bundeswehr Equipment, Information Technology and In-Service Support (BAAINBw) to deliver a total of 71 armoured mobile and recovery cranes worth around 150 million euros. The final two of the total of 33 type G-BKF armoured recovery cranes left the Liebherr plant in Ehingen on 10 December. The majority of the total of 38 type G-LTM armoured mobile cranes have also been delivered. The final six machines are scheduled for delivery in 2021.Find out more",Press releases,01/11/2021,"Under the contract, all 33 G-BKF recovery cranes should have been delivered by 15 November. However, when the original schedule was drawn up, nobody had even heard of Covid-19. As a result of the “force majeure” caused by the pandemic and the subsequent difficulties Liebherr experienced in production, the company requested an extension of four weeks in the delivery deadline from the BAAINBw. This was approved so that the final recovery cranes were delivered to the Bundeswehr’s material depot in Karlsruhe on schedule on 10 December.G-BKF recovery craneThe G-BKF from Liebherr is an armoured recovery crane on a standard four-axle mobile crane chassis. It has excellent off-road capability and great manoeuvrability. Its two recovery winches and a towing hitch at the rear enable it to rescue and tow a wide range of different vehicles such as the new generation of armoured control and command vehicles (GFF), armoured transport vehicles (GTF), MULTI FSA (swap body vehicles) and wheeled vehicles which are already in use whilst the operating personnel is being guarded. The G-BKF can be used flexibly and economically since it is equipped both to recover vehicles and to hoist loads. Its 20.9 metre telescopic boom enables the G-BKF to handle loads weighing up to 20 tonnes quickly and precisely.. Exemplary collaborationLiebherr developed the armoured G-BKF recovery crane on the basis of the Bundeswehr’s specifications and the first prototype underwent intensive testing over a period of several months. This was followed by additional extensive tests by the Bundeswehr before the order was placed. The tests continued in rugged conditions even after the delivery of the first machines. The collaboration between Liebherr and the customer was very close throughout this period and was rated as exemplary by both sides.Brigadier General André Denk, Commander of the Bundeswehr Logistics School, praised the project in a discussion with Dr Peter Tauber, State Secretary of the Federal Minister for Defence: “This vehicle is a prime example of what can be achieved by collaboration between the Bundeswehr, BAAIN and industry.” The Bundeswehr website contains the following: “The armoured recovery/crane vehicle takes into account the fact that the Bundeswehr fleet has become ever heavier and maintains its ability to recover and tow vehicles in the future.”Interactive electronic technical documentation (IETD) on a tablet was part of the order and was extremely important to the Bundeswehr. The IETD contains all the relevant information for the Bundeswehr to operate, maintain and, up to a certain level, repair the vehicles safely and on the basis of the manufacturer’s specifications. Although the specifications for preparing the IETD (under Directives S1000D™ and S2000M), which originated in the aviation industry, were completely new to Liebherr in Ehingen, they were implemented to the complete satisfaction of the customer. The Bundeswehr’s quality requirements for the vehicles and the documentation for them were reviewed on a regular basis by a Bundeswehr quality inspector and by the Bundeswehr itself in practice.. DownloadsHere you will find the press release and images for download.. Presseinformation Deutsch PDF (330 KB)Press Information EnglishPDF (326 KB)ImagesZIP (2.0 MB). . Wolfgang BeringerMarketing and CommunicationLiebherr-Werk Ehingen GmbHDr.-Hans-Liebherr-Straße 189584 Ehingen (Donau)GermanyPhone+49 7391 502-0Fax+49 7391 502-3403Send contact request. "
12 crawler excavators for HM-Entreprenør A/S,Press releases |01/07/2021,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/12-crawler-excavators-for-hm-entreprenor-a-s.html?page=78,"The Danish company HM-Entreprenør is based just 1.5 km from the headquarters of the JMM Group, Liebherr’s Danish distributor. In 2017, HM-Entreprenør ordered 12 machines from Generation 6. Following the Bauma construction industry trade fair in 2019 in Munich, the company acquired 12 new Liebherr crawler excavators to replace Generation 6 excavators, and in early 2021 more excavators will be delivered.Find out more",Press releases,01/07/2021,"HM-Entreprenør is convinced more than ever by the quality and performance of our machines. Company manager Leif Ejlertzen needs to replace machines and “this time it will be Liebherr”. The company currently operates nine R 926s, three R 945s, to be joined by two new R 914 Compacts in early 2021. The machines are from the Generation 8 of crawler excavators, presented at Bauma 2019 in Munich. It was there that Leif Rudebeck Petersen of the JMM Group and Michael Mortensen of HM-Entreprenør closed the deal. The proximity of the two companies is very convenient for the delivery, but this was not the only criterion taken into account in the decision: service, quality and the competent people also played major roles. Johs. Møllers Machines A/S has over 75 years of experience and now covers all of the the Danish market.. Impressive performance of Generation 8 excavatorsLeif Ejlertzen, coordinator of the construction company, is impressed by the performance of the latest generation of excavators. He was pleasantly surprised by the Generation 6 excavators in 2017, but the improvements made mean the performance of the Generation 8 machines is “even more impressive”. Liebherr excavators will be used in the Danish company’s biggest project: the construction of a 240,000 m² logistics centre. Large quantities of earth must be shifted in this project, so the power of the Generation 8 excavators is a great asset for this site. Machine reliability is also important, because every machine stoppage represents huge cost to the business.Generation 8 crawler excavators are equipped towards the future. Engine power is increased, the counterweight is heavier and the bucket capacities are higher. The overall performance is therefore much greater.. “The best service”The Danish company works with the local dealer Johs. Møllers Machines. HM-Entreprenør has a full service contract for all of its machines. Leif Ejlertzen is familiar with the level of service of the competitors, and according to him “none of them compares to the JMM Group”. The Service is very important, the machines are all operating at the same time, so the company needs to be sure that no problems will slow down the project. In addition, maintenance is easier and safer on the new Generation 8 models. All service points are accessible from ground level. Engine oil, hydraulic oil, fuel and urea levels can be monitored the instrument panel display.. DownloadsHere you will find the press release and images for download.. Presseinformation Deutsch PDF (174 KB)Press Information EnglishPDF (171 KB)Information Presse Français PDF (172 KB)ImagesZIP (9.0 MB). . Alban VillauméService Marketing CommunicationLiebherr-France SAS2, avenue Joseph Rey68005 Colmar/CedexFrancePhone+333 89 2130-30Send contact request. "
Liebherr-Aerospace among the Best Suppliers of Embraer,News |12/22/2020,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/liebherr-aerospace-among-the-best-suppliers-of-embraer-news.html?page=78,Liebherr has been honored with Supplier Awards in two categories during this year’s Embraer Suppliers Conference.Find out more,News,12/22/2020,"During the Embraer Suppliers Conference held online on December 18, 2020, Liebherr-Aerospace received two Embraer Best Supplier Awards 2019 in the categories “Best Supplier Development Programs” and “Best Supplier Mechanical Systems”.“We are very grateful for receiving the two prestigious awards from Embraer, our long-term customer who has been placing trust in us for already over 40 years. These awards not only recognize Liebherr’s continuous strive for technology and operational excellence, but also materialize the relentless effort that both Embraer’s and Liebherr’s teams have been investing for years into the very high quality of our relationship”, comments Nicolas Bonleux, Managing Director and Chief Commercial Officer at Liebherr-Aerospace & Transportation SAS.Liebherr-Aerospace Toulouse SAS (France), Liebherr’s center of competence for air management systems, develops, manufactures, supplies and provides customer services for various systems and components to several programs of Embraer, incl. the E-Jet E2 Family, the ALX Super Tucano, the Praetor 600 and the C-390 Millennium program."
ATR 42/72 Entry into Service – Liebherr with New Air Management System on Board,Press releases |12/22/2020,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/atr-42-72-entry-into-service-%E2%80%93-liebherr-with-new-air-management-system-on-board.html?page=78,"The new integrated air management system developed and manufactured by Liebherr-Aerospace entered into service with ASL Airlines Ireland – on behalf of FedEx – on December 15th, 2020, during the first commercial flight of ATR’s 42/72 aircraft family. The newly enhanced system improves on-board comfort for passengers and crew while at the same time substantially reducing operational costs.Find out more",Press releases,12/22/2020,"ATR and Liebherr-Aerospace are very happy to have strengthened their long-term relationship for the ATR 42/72 program, and to cross the milestone of having this inaugural flight – in this case with a cargo aircraft version.“In today’s competitive aviation landscape, it is imperative to constantly evaluate best-in-class partners, and Liebherr was able to deliver not only cost-effectiveness, but, most importantly, performance enhancements. Liebherr’s footprint in our ATR family has now been expanded from pressurization and anti-ice components to bleed and air management systems as well as ground cooling system”, said David Brigante, ATR Senior Vice President Programmes and Customer Services.Liebherr-Aerospace will also be responsible for product support of ATR’s fleet under the ATR Global Maintenace Agreement (GMA). The two companies signed a 10 year commitment and Liebherr-Aerospace will be the exclusive product support provider for the new air management system worldwide. The agreement will be carried out by Liebherr-Aerospace’s service stations in Toulouse (France), center of excellence for air management systems, Singapore and Saline, Michigan (USA). Developments are well under way to provide ATR with cutting edge technology that includes predictive maintenance services. The goal is to reduce aircraft downtime, optimize spare parts inventory and increase reliability - all while reducing costs.“We are honored to have been selected by ATR back in 2016 to be the supplier of the new enhanced air management system for their fleet. This contract represents a major win for our organization, because not only we will manufacture the system, but also, most importantly, we get to support it. Our focus on long-term customer satisfaction is what has earned us the repeat business of our valued customers. We take great pride in not just meeting, but consistently exceeding, our service levels”, said Alex Vlielander, Chief Services Officer, Liebherr-Aerospace & Transportation SAS.. DownloadsHere you will find the press release and images for download.. Presseinformation DeutschPDF (36 KB)Press Information EnglishPDF (39 KB)Information Presse FrançaisPDF (117 KB)ImagesZIP (276 KB). . Ute BraamHead of Corporate CommunicationsLiebherr-Aerospace & Transportation SASPfänderstraße 50-5288161 LindenbergGermanyPhone+49 8381 4644-03Fax+49 8381 4656-52Send contact request. "
100 Liebherr PR 776 mining dozers commissioned,Press releases |12/22/2020,https://www.liebherr.com/en/usa/latest-news/news-press-releases/detail/100-liebherr-pr-776-mining-dozers-commissioned.html?page=78,"Since its market launch in 2016, the world’s biggest hydrostatic dozer, the Liebherr PR 776, has achieved many successes and exceeded the expectations of Liebherr customers worldwide. Recently the Liebherr factory in Telfs, Austria celebrated the commissioning of 100 PR 776 Mining Dozers.Find out more",Press releases,12/22/2020,"Ultimate efficiency: Proven hydrostatic drive conceptAs the only mining dozer in the 70-tonne-class featuring a hydrostatic travel drive, the PR 776 offers best-in-class efficiency for customers. The powerful Liebherr diesel engine in combination with the standard ECO mode, allows operators to choose between high performance and maximum efficiency at any time.With 100 dozers in operation, a total of 760,000 operating hours and an average of 38 liters of fuel burnt per hour, the PR 776 has set a new benchmark regarding efficient dozing in the mining industryGlobal markets, various commodities and extreme applicationsLed by the first ever commissioned Liebherr PR 776 in 2016 (with nearly 30,000 operating hours today), the biggest national fleet is running in Russia. Followed by African, Australian and North American markets, the Liebherr mining dozers are mainly supporting the extraction of a broad range of commodities.To withstand the ambient temperatures in the different regions, ranging between -49° C and +46° C, the PR 776 dozer can be optionally equipped with an arctic package. In addition, a special high altitude package has been developed by the Liebherr R&D department, to handle the oxygen saturation of only 50 percent in a copper mine in Maizhokunggar, Tibet – situated nearly 5,500 meters above sea level.Customers appreciate the high levels of productivity, efficiency and safetyMultiple customer success stories and competitive comparisons have shown that Liebherr’s hydrostatic dozer cannot only keep up with other 70-tonne-dozers in terms of pushing performance, it even outperforms them in regards to tonnes per liter pushed.The PR 776 exceeds in all areas, including cabin comfort. Operators appreciate the convenience and simplicity of a single joystick. Safety is enhanced via 360-degree blade and ripper visibility, provided by large panoramic windows and integrated ROPS / FOPS in the cab structure.. DownloadsHere you will find the press release and images for download.. Press Information EnglishPDF (160 KB)Información de Prensa EspañolPDF (160 KB)ImagesZIP (1.8 MB). Johannes WiedorferContent Manager / Sales TrainerLiebherr-Werk Telfs GmbHHans-Liebherr-Straße 356410 TelfsAustriaPhone+43-508-096-1413Send contact request. "
