날짜,기사_제목,기사_url,기사_내용
27 January 2023,Kubota’s record-breaking year,"https://www.earthmoversmagazine.co.uk/news/view,kubotas-recordbreaking-year_5768.htm","In a year that saw Kubota celebrate a quarter of a century as the number one supplier of mini-excavators to the UK and Ireland markets, this success cements Kubota’s reputation for providing robust, high-performing, and reliable machinery. In addition to machinery sales, the manufacturer had many reasons to celebrate across 2022. Marking its ‘25 years at the top’ over the course of last year, Kubota embarked on a 12-month programme of activity to commemorate the banner achievement. From a product demo week showcasing some of the latest advancements in Kubota machinery, to a range of competitions and giveaways designed to say thank you to its loyal fanbase, the manufacturer made sure its milestone year was one to remember. And as much as Kubota celebrated its legacy throughout 2022, it also made significant investment into its future. The business recently unveiled plans to boost production at its primary mini-excavator manufacturing plant in Japan, via investment totalling more than £100m. The expansion of Hirakata Plant will see Kubota increase its annual production capability from 48,800 to 78,000 units, helping the manufacturer meet both existing demand in Europe and North America and predicted increases in demand in Asia. Kubota has also opened the doors to a new European Parts Centre in France, which will significantly strengthen its parts supply system to Europe. Representing an investment of more than 15 million euros, the centre ensures seamless supply of parts to dealers and distributors across the continent, including the UK and Ireland. Rob White, division manager for construction at Kubota UK said, “As we look back on a record-breaking year for Kubota, it is with much excitement for what the future holds. Reaching our 25th year as the UK’s leading mini-excavator manufacturer was testament to the hard work of our team and our UK and Ireland dealer network and an achievement we are very proud of. Couple that with a record-breaking year for our Engines division and there was much cause for celebration across the business. “Kubota is not a company that rests on its laurels, and our eye is always on how we can further sharpen and improve our offering for customers,” Rob continued. “At bauma 2022, we showcased some of the newest additions to our sustainable Smart Energy Solutions range, especially designed to give operators greener choices when it comes to construction machinery. “We have several exciting product and service announcements to be made across this year, and we are looking forward to sharing them with you in due course. We’re excited to make 2023 every bit as landmark for the business as last year,” Rob concluded. "
26 January 2023,McHale Plant Sales to offer Jonsson Crushers range,"https://www.earthmoversmagazine.co.uk/news/view,mchale-plant-sales-to-offer-jonsson-crushers-range_5767.htm","McHale Plant Sales is now an official distributor for the Jonsson Crushers range of mobile crushing equipment. Now owned by Metso:Outotec – whose products have been distributed in Ireland by McHale Plant Sales since 2015 – Jonsson Crushers describes itself as ‘one of the market’s largest manufacturers of mobile products in stone crushing’. With a range comprising six tracked jaw and six tracked cone crushers, and an electric-powered tracked double crusher, Jonsson Crushers are at home in heavy-duty applications, Kilsaran being one prominent and noteworthy user. Welcoming their appointment, the Birdhill and Rathcoole-based distributor views Jonsson crushers as ‘bespoke’ units that will ‘add immeasurably’ to its position within the aggregates and crushing markets. Visiting Ireland to confirm their appointment of McHale Plant Sales as distributors in Ireland were Jonsson Crushers executives Timo Nakari (second left below) and Mikael Delbrant (centre) pictured with McHale Plant Sales directors Denis McGrath (left), Anthony Ryan (second right) and Tim Shanahan (right). Pictured top is a Kilsaran-owned Jonsson Crushers installation being loaded by a Komatsu PC490 excavator. "
26 January 2023,Cat dealer network expands into Scotland,"https://www.earthmoversmagazine.co.uk/news/view,cat-dealer-network-expands-into-scotland_5766.htm","Finning UK & Ireland, the world’s largest Cat equipment dealer, continues to expand its regional dealer network, welcoming multiple Scottish firms as Authorised Sales and Service Centres (ASSC) in a move to make it easier for customers across Scotland to buy Cat machines.  The trio of established companies are Mark Garrick, R C Dalgliesh and LCF Engineering, who will join the pre-existing compact dealer in Scotland – DM Forklifts. All these businesses are equipment specialists and have a background in either agricultural equipment, construction machinery or materials handling. The expansion of the dealer network across Scotland will meet the growing demand for Cat compact equipment within the agricultural sector in the country, while also offering building contractors and landscaping businesses increased local options for the purchase of Cat Equipment. Each family-owned business is strategically located to service companies across the entire country – Mark Garrick covering northern Scotland, R C Dalgliesh taking responsibility for the south, DM Forklifts covering the east, while LCF Engineering will serve customers in the central belt.  Mark Garrick Ltd was established in 2000 and is based just outside of Elgin in northern Scotland, providing agricultural plant services across the Highlands from Aberdeenshire to Durness. At the company’s seven-acre site, the team service and maintain up to 160 machines annually, providing a range of services on and off site. Over the coming years, the business plans to continue investment in its fleet and expand its current premises to support the additional sales generated by Cat compact equipment. DM Forklifts was also established in 2000 and is based in Stonehaven, with existing customers across central and eastern Scotland, and will cover both Aberdeen and Dundee. The company has previous experience in selling and servicing Cat machines, with a range of Cat equipment forming part of its fleet for more than 10 years.  R C Dalgliesh Ltd has been trading for over 25 years. Based in Lockerbie, southern Scotland, its existing coverage extends from Glasgow to Sunderland. The company’s six-acre site has a large workshop and storage area, along with a front of house wholesale goods store. The company also supports young people with their career development, employing numerous apprentices. Following its partnership with Finning, the company plans to expand ots existing facilities to include a dedicated demonstration area and showroom, so that customers can experience Cat compact equipment at the site.  LCF Engineering is a small independent business established in 2017. Based just outside of Glasgow, it specialises in the sales and servicing of light plant and construction equipment and as such are ideally placed to support the growing demand for Cat compact equipment in the central belt. LCF is said to maintain a high level of customer service and aftermarket support for its customers, offering services such as on-site repairs, breakdown recovery and out-of-hours maintenance. The business is passionate about career progression and also offers level 1-3 training courses in a variety of skills. Mark Hogg, Director of Construction Industries at Finning UK & Ireland said, “We are delighted to welcome four established companies to the ASSC network, widening our reach to cover the whole of Scotland. The continued expansion of the regional network is indicative of the increase in demand for smaller Cat machines across the construction, landscaping and agricultural sectors.   “The addition of Mark Garrick, DM Forklifts, R C Dalgliesh and LCF Engineering is significant, because it adds Scotland as another key area of coverage in which customers looking to purchase one or more Cat compact machines can benefit from,” Mark added. The four new additions join existing partners already established across the UK including Norris Plant Hire, Cooks Midlands, Bennie Plant and South Wales Fork Trucks. Hogg continued, “There is a lot of collaboration between the regional dealers, who each have extensive experience in their respective areas, both geographically and the type of industries they work in. All our new partners work in collaboration with both Finning and each other, to support and deliver an industry leading level of customer service.” "
25 January 2023,Five more JCB pothole fixers for Dawsongroup,"https://www.earthmoversmagazine.co.uk/news/view,five-more-jcb-pothole-fixers-for-dawsongroup_5765.htm","JCB has struck a further deal with leading commercial asset supplier Dawsongroup for five more of its revolutionary pothole fixing machines to help tackle Britain’s nine-year backlog of road repairs. Just three months after Dawsongroup | emc bought six of the JCB Pothole Pro machines, Managing Director Glen Carruthers has signed a deal for another five for hire across the UK. The Pothole Pro has gained widespread recognition for fixing potholes permanently, first time, without the need for labour intensive repair methods or additional expensive machinery. Dawsongroup | emc is JCB’s official rental partner for the Pothole Pro and the additional machines, bought from dealer TC Harrison JCB, are now being rolled out for rent or contract hire by local authorities and contractors across the country who urgently need to tackle the scourge of potholes. Demand for the machines is at an all-time high, especially given the Asphalt Industry Alliance’s (AIA) Annual Local Authority Road Maintenance survey estimating that there are £12.64 billion worth of outstanding road repairs in England and Wales – equating to a nine-year backlog. Dawsongroup | emc Managing Director Glen Carruthers said, “We were so impressed with the JCB Pothole Pro that we have ordered an additional five machines which will double the size of our fleet within a five-month period. Every day we are talking to our customers asking them how to improve the way they do things and the Pothole Pro fits perfectly into that profile. The JCB Pothole Pro eradicates potholes easily with one machine in a more efficient, cost effective and safer way than more traditional methods. “Potholes continue to be a major issue for our country, and we are determined to help fix the problem by giving customers the option to hire a JCB Pothole Pro from Dawsongroup,” Glen added. JCB Pothole Pro Sales Manager Ben Rawding said, “Dawsongroup’s order for a further five JCB Pothole Pro machines really shows its commitment to helping tackle the scourge of potholes. JCB’s solution is simple and cost effective and fixes potholes permanently, first time, and we are excited that such a major hirer continues to recognise the machine’s benefits. City councils, large rural county councils and Tier 1 highways contractors across the UK have invested in the Pothole Pro, and all are seeing significantly more defects being fixed, economically, permanently and safely. In fact, Stoke-on-Trent City Council – the first authority to invest in the Pothole Pro – has repaired seven years’ worth of defects in just 12 months.” Tests with contractors and local authorities show the JCB Pothole Pro can complete a pothole repair four times quicker than standard methods in less than eight minutes – equivalent to 700 potholes per month. With a 40km/h travel speed, the machine can also rapidly relocate between sites without additional transport costs.  The Pothole Pro can prepare up to 250m<sup>2</sup> of roadway in a single shift, or 5,000m<sup>3</sup> per month and allows the contractor or local authority to cut the defect, crop the edges and clean the hole with one machine – mechanising jobs traditionally done by pothole gangs and delivering up to a 50% cut in daily costs, reckons JCB. Safety is also improved as the gang does not have to complete the handheld cutting and breaking, eliminating the risk of hand arm vibration syndrome (HAVS). Dawsongroup | emc, previously known as Dawsongroup | sweepers, is part of a global group of companies committed to providing an extensive product range, and first-class customer service across the supply chain. Their Smarter Asset Strategy is a solution that allows businesses to minimise risk while improving cash flow, efficiency and agility. "
24 January 2023,Cummins fuel-agnostic engine platform,"https://www.earthmoversmagazine.co.uk/news/view,cummins-fuelagnostic-engine-platform_5763.htm","Cummins Inc will show its new fuel-agnostic 15-litre engine platform with hydrogen, biogas and advanced diesel engines at ConExpo-Con/Agg (Stand S84615, south hall upper) in mid March. It offers OEMs the opportunity to accelerate the decarbonisation of heavy-duty off-highway applications. This new platform, designed for the next level of emissions, has a significant increase in power density with a more compact installation envelope enabling OEMs to increase machine capability and productivity with no impact on running cost. The fuel-agnostic architecture of the 15-litre next generation engine utilises a common base engine with cylinder-heads and fuel systems specifically tailored for hydrogen, natural gas, diesel and biofuels including HVO. The Cummins 15-litre hydrogen engine will be available with ratings from 400 to 530hp and a peak torque of 2,600Nm. For applications powered by renewable biogas, this engine will offer ratings from 400 to 510hp with a peak torque of 2,500Nm available. The advanced diesel version features will offer a broad power range of 450 to 650hp, with an impressive 3,200Nm peak torque. "
24 January 2023,Sany returns to the Executive Hire Show 2023,"https://www.earthmoversmagazine.co.uk/news/view,sany-returns-to-the-executive-hire-show-2023_5762.htm","Sany UK & Ireland will be showcasing a range of machines for the construction and UK plant hire industry at the Executive Hire Show next month, that offer exceptional overall value combined with toughness and durability.   Making its UK debut will be the SY19E, the new electric excavator which was unveiled at Bauma 2022. As well as zero emissions, the LFP battery pack of this 100% electric machine has been designed without cobalt making it particularly environmentally friendly and safe to operate. Significantly lower noise levels for improved operator comfort and reduced noise pollution, also makes for cleaner, more sustainable working. Equipped with an electric motor that delivers a peak output of 15kW, along with the efficient load-sensing hydraulic system, it ensures a fast workflow and high-level output. Along with the multiple charging options that come as standard including a fast charge of 1.5hrs and long battery life of up to 6hrs the machine guarantees total flexibility on site Also on the stand will be the SY26U with Stage 5 Yanmar engine and load sensing hydraulics to maximise on fuel economy. Plus, the popular 8.8-tonne SY80U compact excavator which comes with rotate lines and proportional controls, 100% steel bodywork and good service access. The Executive Hire Show is the national exhibition for the tools, equipment and plant hire industry and you can visit Sany in Hall 1, on Stand C20. The show is to be held on Wednesday 8th and Thursday 9th February at the Coventry Building Society Arena, Judds Lane, Coventry, CV6 6GE. "
23 January 2023,New Kubota hub,"https://www.earthmoversmagazine.co.uk/news/view,new-kubota-hub_5761.htm","Kubota has launched an exciting online communication website called Kubota Group Solutions Hub. This new platform (www.kubota-group.eu) is a joint initiative out of the European Kubota Organisation (KHE), bringing innovative customer solutions from the various brands under the Kubota Group umbrella, such as Kubota, Great Plains, Vicon, Kverneland, Fede and ROC. The Kubota Group Solutions Hub brings various stories about customer solutions with technologies that enable customers to successfully overcome challenges and pain points, under the themes of Innovations, Sustainability, Connectivity, Automation and Efficiency. Each story describes the challenge faced, the solution provided from each brand, along with videos and customer testimonials. Moreover, at the conclusion of each story, there is a description of how these solutions specifically contribute towards the achievement of the United Nations’ Sustainable Development Goals (SDGs).   Visitors can discover various stories shared by Kubota’s Tractor, Construction and Engine divisions, as well as from Fede, Kverneland Group (Kverneland, Vicon and ROC) and Great Plains Manufacturing. This new platform also enables the various Kubota Group companies to progressively ramp up communications towards key industry events later this year like the next Agritechnica that will take place from November 12th to 18th 2023 in Hannover, Germany. "
23 January 2023,Compact JCB Loadall at the Executive Hire Show,"https://www.earthmoversmagazine.co.uk/news/view,compact-jcb-loadall-at-the-executive-hire-show_5759.htm","JCB will unveil its smallest ever Loadall telescopic handler at the Executive Hire Show (held on February 8th and 9th in Coventry) – where it will star alongside a series of products from the JCB E-Tech range of electric equipment. Shown for the first time, the 514-40 has a cab height of just 1.8m and a width of 1.56m. However, the compact machine benefits from the largest operator’s cab in the class and shares its core DNA with the world’s number one telehandler range. The full width cab is up to 200mm wider than competitors while lift capacity at full height is 12% higher than competitors. The stand will also feature the JCB 19C-1E – the world’s first electric mini-excavator. With zero exhaust emissions at point of use and considerably quieter than a standard machine, the pioneering model has been a huge success, with JCB celebrating production of its 1,000th model in December 2022. Four lithium-ion batteries provide 20kWh of energy storage – enough for full working shift for the majority of mini-excavator customers on a single charge.  JCB will showcase its E-Tech power pack range which provides a zero-emissions solution to varying on-site electrical demand, creating no noise or vibrations at the point of use and allowing longer operation of electrical tools and machinery in urban and emissions-sensitive areas. The power packs are a further demonstration of JCB’s leading role in the move towards a cleaner, low-emission future for construction equipment, building upon the growing range of JCB E-Tech electric machinery available to customers. They will be joined on stand by further models from JCB’s powered access and portable generator line-ups. "
20 January 2023,Komatsu SubMonitor,"https://www.earthmoversmagazine.co.uk/news/view,komatsu-submonitor_5754.htm","Komatsu has announced an all-new Komatsu SubMonitor for wheel loaders. Merging many features into one device complete with 12.1-inch touchscreen, the SubMonitor creates a new interface for the operator to interact with the machine’s assist systems. These include an Extended Load-Pilot, a new rear view Supervision system with high-definition camera and rear radar obstacle detection, and an all new, performance boosting Efficiency Trainer module. The proven Komatsu Load-Pilot as a weighing system has been updated in terms of functionality and controllability. Since all important elements are displayed on the monitor, the adjustment can be easily made on the screen with just a few clicks, without having to dive into the machine menu. The tidy arrangement of all functions is self-explanatory. Accurate and fast weighing results with the improved auto-weighing function, material definition at will and productivity and efficiency display for different materials enable smooth operation in operation. Efficiency Trainer is a new feature that improves driver's skills during actual work to increase performance and increase efficiency. Based on a new algorithm, the system learns itself for each loading cycle. The reference is set by the operator taking into account different operating conditions and not specified by the machine on the basis of fixed data. The evaluation is based on several machine data, which are evaluated with the help of a point system. As the charging performance improves, the reference is raised. If the charging performance decreases, the deficits are displayed based on criteria and improvements are suggested. Wheel loaders must reverse for each loading cycle. Since there is no direct view from the cabin, the rear area surveillance is one of the most elementary safety systems. The new digital camera system, combined with radar obstacle detection, gives a perfect overview of the situation behind the machine. The SubMonitor's high-resolution screen displays the image crisply and clearly, and radar obstacle detection provides the operator with audible and visual warnings of hazards behind the machine. The SubMonitor is optionally available as equipment for the wheel loader models WA380-WA500-8. "
20 January 2023,JCB’s hydrogen tech set for world debut,"https://www.earthmoversmagazine.co.uk/news/view,jcbs-hydrogen-tech-set-for-world-debut_5750.htm","JCB is set to showcase its super-efficient hydrogen combustion technology on the international stage for the first time ever with a debut in North America. The wraps will come off JCB’s brand new hydrogen combustion engine – the company’s zero-carbon emissions solution for construction and agricultural equipment – at the Conexpo 2023 show in Las Vegas as part of the International Fluid Power Exposition (IFPE). JCB Chairman Lord Bamford is leading the project to develop JCB’s hydrogen technology. He said, “The JCB engineering team has made enormous strides in a short space of time to develop a hydrogen internal combustion engine and it already powers a JCB prototype backhoe loader and a Loadall telescopic hander. As the first construction equipment company to develop a fully working combustion engine fuelled by hydrogen, I’m delighted we are now able to present this technology on the international stage.” Leading the way in environmental, social and governance (ESG) for the construction equipment sector, JCB has been responsible for a series of industry innovations on its ‘Road to Zero’. JCB developed the world’s first battery-electric mini excavator and has been at the forefront of electric technology development to meet customers’ demands for zero-carbon products with its E-Tech range. Today, JCB has the largest electric line-up available in the construction industry and the company’s expertise in this sector will also be on show at the exhibition. JCB’s commitment to reducing emissions goes back almost 25 years and its latest diesel engines have already delivered a 97% reduction in NOx emissions since 1999 and a 98% reduction in particulates. Today, JCB’s diesel-powered machines also emit 50% less CO2 compared with those manufactured in 2010. JCB’s clean diesel engine technology will also be showcased on the stand in Las Vegas. "
19 January 2023,Bobcat E19e debut at Executive Hire Show,"https://www.earthmoversmagazine.co.uk/news/view,bobcat-e19e-debut-at-executive-hire-show_5749.htm","Doosan Bobcat will be showing the company’s new E19e two-tonne electric mini-excavator for the first time in the UK on Stand I40 at the Executive Hire Show (EHS) from February 8th to 9th 2023 at the Coventry Building Society Arena in Coventry. Alongside the E19e, the company will also be presenting the popular 7/45 portable compressor from sister company, Doosan Portable Power.   Building on the success of Bobcat’s smaller E10e, the 1-tonne electric mini-excavator, the E19e adds to Bobcat’s expanding range of electrically powered machines. As a true pioneer in the field of battery-powered equipment, Bobcat is driving an industry-wide shift towards electric excavators and other construction equipment such as the company’s unique T7X model, the world’s first electric compact track loader. The Bobcat E19e features the same profile, external dimensions and comparable performance as the popular E19 mini-excavator, more than 10,000 of which have been sold worldwide. The E19e boasts the same stability, lift capacity and breakout forces as its conventional counterpart, while its constant torque curve (a feature of electric motors) ensures dependable and powerful operations. With a width of just 980mm, the new electric model is easy to operate in even the most confined workspaces, making it ideal for tasks such as demolition as well as outside applications that require quiet, zero-emission operations. The E19e features a 3.5-hour battery capacity and can be recharged quickly using a super-fast charger. This means that by topping up the power during work breaks, the machine can be used all day for the majority of typical applications. Thanks to the model’s ergonomic design, its battery capacity and service codes are clearly displayed, making planning simple. The E19e is also immensely versatile, with a wide array of compatible attachments available. Bobcat’s hydraulic clamp attachment, for example, is unique in the market for this size category. <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/7-45_pic2_edit1.jpg"" width=""800""/> Doosan 7/45 Stage 5 Compressor Designed with a focus on simplicity, durability, reliability and transportability, the 7/45 Stage V portable compressor provides 4.0m³/min (140cfm) of compressed air at 7bar nominal pressure. Like all Doosan portable compressors, there is a wide range of options and customizations available for the 7/45 to meet customer needs. The 7/45 Stage 5 compressor on the EHS stand will feature a Tough Top (polymer) canopy, which is a standard feature on all the latest small compressors from Doosan Portable Power. This easy-to-open canopy creates a fantastic line with the polymer mudguards and bumpers. Integrated LED lights are also offered as standard for all the machines as well as environmentally important bunded bases. The long-standing metal canopy versions are still available to customers as an option. There are three more 7bar Stage 5 compressor models in the small compressor range including the 7/20, 7/25 and 7/55, with outputs of 2.0, 2.5 and 5.0m³/min (70, 90 and 180cfm), respectively. The small compressor range is completed by the 14/35 higher pressure model providing 3.0m³/min (105 cfm) of compressed air at 13.8bar. "
18 January 2023,Develon brand to replace Doosan,"https://www.earthmoversmagazine.co.uk/news/view,develon-brand-to-replace-doosan_5747.htm","Hyundai Doosan Infracore (HDI) is replacing the Doosan brand on its construction equipment and introducing its new brand named ‘Develon’. The change takes place a year and a half since August 2021 when HDI became a subsidiary of HD Hyundai. HDI will be changing the brand name on its construction equipment to Develon, confirming this as its new global brand identity today – January 18th 2023. Develon is a combination of the words ‘Develop’ and ‘Onwards’. The new brand name conveys the direction of HDI to move onwards to “the future through innovation and its intention to relentlessly change the world with innovative products and solutions”. HDI has planned the launch of the new brand since it became a subsidiary of HD Hyundai in August 2021. It plans to take a leap forward to becoming a global top-tier player in the construction equipment industry with the launch of the new brand. With the change of the brand name, the new Develon decal will be used on HDI’s construction equipment. “Our three construction equipment businesses have already solidified their status as one of the key business pillars of HD Hyundai and have built an unwavering foundation for achieving performance targets and creating synergistic effects among them, amid the rapidly changing global economic environment,” said Cho Young-cheul, CEO of HDI, who added, “Develon will lead the future market of electrification and automation to spur growth and continue to be a brand of choice for our customers.” HDI plans to introduce a more detailed brand story and vision by releasing a ‘New Brand Showcase’ through social media by the end of February. It will also unveil equipment with the new brand name Develon at ConExp-Con/Ag 2023, which will be held in Las Vegas in the US this coming March. "
18 January 2023,Kilmac operator chooses mighty Hyundai HX85A,"https://www.earthmoversmagazine.co.uk/news/view,kilmac-operator-chooses-mighty-hyundai-hx85a_5746.htm","“These will be the first three Hyundais of many,” explained Bert Hope of Tayside-based Civil Engineering and Groundworks contractor, Kilmac Ltd, who has recently taken delivery of three new, 8.5-tonne HX85A compact excavators. The company covers projects across the whole of Scotland including a huge development to introduce wider foot and cycle paths on the Dundee to Aberdeen Road – a project that supports the nationwide Active Travel initiative. Kilmac was looking to expand its fleet of excavators with something strong, good value for money and of an excellent build quality. The new 8.5-tonne A-Series machine proved to be the perfect fit – so good in fact, that Kilmac ordered three. Bert Hope, Group Buyer for Kilmac Ltd said, “We reviewed a lot of different machines based on price, performance and operator reviews and the Hyundai stood out a mile in all three areas. The operators were extremely positive about the machine’s workability and manoeuvrability, its responsiveness and, above all, the fact it’s comfortable and nice to drive. “I’m of the opinion that if I’ve got happy operators, the job will turn out better for the customer and so their feedback was very important to us,” Bert continued. “Some of our drivers have been working on sites for 30+ years and really know what makes a good machine.” <img alt="""" class=""inline-image"" height=""600"" src=""/ugc-1/1/6/0/A-HX85A-RGB-7-Kilmac Large.jpeg"" width=""800""/> Along with a positive response to the excavator’s visibility, camera system and operator comfort, the Kilmac team discovered further benefits to the HX85A too. “These mini excavators pack a surprising punch – they dig extremely well, excavating deep but still working in a really tight space,” Bert added. “They’re spacious too – the cab is the same size as a 14-tonne machine which means it’s a much more pleasant environment for our operators to spend long days in. “But the biggest surprise has been how easy it has been to obtain parts for the machines. Especially in the current climate, this was a concern for us, but everything has been swift and efficient – the after-service care has been brilliant. We will certainly be purchasing more Hyundais in the future – they’re comfortable, easy to use, competitive on price and the safety features are second to none,” Bert said. Supplied by Hyundai Construction Equipment dealer, Agritrac, the HX85A compact excavator is part of the Hyundai A-Series – a fresh generation of construction equipment that complies with the European emission levels. The HX85A comes with many functions and features adopted from larger Hyundai excavators, which makes it a top-performing and very user-friendly machine that finds its ideal work environment on urban job sites. "
18 January 2023,World’s largest autonomous mine,"https://www.earthmoversmagazine.co.uk/news/view,worlds-largest-autonomous-mine_5737.htm","Epiroc will continue to support Roy Hill as it enters the final stage of its autonomous haulage system (AHS) from March 2023. This will convert Roy Hill’s mixed fleet of 96 haul trucks to driverless operation, creating the world’s largest autonomous mine. This follows a successful two-year testing phase. Epiroc, together with automation specialist ASI Mining (of which Epiroc owns 34%), since 2020 has worked with Roy Hill in Australia to develop an autonomous haul truck solution that is interoperable and scalable regardless of manufacturer, so called Original Equipment Manufacturer (OEM) agnostic. The project’s production verification phase is complete, and 10 haul trucks have been converted to driverless operation using ASI Mining’s Mobius traffic management and on-board automation systems to navigate the mine’s virtual map and communicate with other vehicles and with the Remote Operations Centre (ROC) in Perth. The AHS fleet is meeting the desired safety and productivity metrics and achieving higher productivity rates than the conventional haul truck fleet, which was a key objective of the program over the past two years. The autonomous haul trucks are running 24/7 in a dedicated autonomous operating zone, interacting safely with two excavators and numerous ancillary vehicles at intersections, waste dumps and load areas. The project’s progressive expansion will see autonomous haul truck numbers grow steadily from March 2023 and throughout 2023. The fleet will comprise 54 Caterpillar trucks and 42 Hitachi trucks. In addition, more than 200 ancillary vehicles will interact with the autonomous haul trucks. Roy Hill is an iron ore mining project in the Pilbara region of Western Australia. Its ROC in Perth provides end-to-end integration of operations. “Roy Hill’s in a strong position to continue its transition to autonomous haulage early this year with our teams on site and at the ROC in Perth now skilled in autonomous operations,” explained Roy Hill Chief Executive, Gerhard Veldsman. "
17 January 2023,SMT GB appointed as Unicontrol distributor,"https://www.earthmoversmagazine.co.uk/news/view,smt-gb-appointed-as-unicontrol-distributor_5744.htm","Created by Danish developers in collaboration with Scandinavian contractors, Unicontrol’s system has not just been designed with the operator in mind, but as a  platform that grows with end users through adoption of machine control technology. The result of this collaborative development approach is a straightforward, intuitive and user-friendly system that offers operators the ability to progress through projects with greater speed and precision. Utilising advanced GPS and 3D modelling technology, Unicontrol’s 3D machine control system allows operators to work more independently, as the indicative system provides accurate information on required digging depths, grades and shapes for the operator to work to. Designed to be retrofitted to machines, the system represents a retainable investment for customers, as one of the key advantages of the Unicontrol 3D machine control system over other competing systems is its versatility, as it is not tied to any one machine within a customer’s fleet and is designed to be interchangeable. Additionally, with the benefits of the system extending far beyond the cab, Unicontrol uses a powerful cloud-based app to allow customers to manage both their fleet and projects effectively. Using the app, a customer’s engineering and fleet management teams can create entire projects digitally, assign specific machines fitted with Unicontrol’s system from their fleet to carry out these projects, view insight data from the machines working on the project and, if required, even make adjustments to the project as it progresses. <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/SMT-GB-officially-appointed-as-a-Uni.jpg"" width=""800""/> Commenting on SMT GB’s appointment as the largest Unicontrol distributor in Great Britain, Product Manager John Lawrence stated, “The UK market is faced with many challenges. Making a cost-effective, easy-to-use 3D machine control system available to construction companies will alleviate some of that pressure.” Unicontrol Chief Commercial Officer Ehsanullah Ehklas added, “The UK market faces the same challenges as the entire industry, shortages of skilled labour, tighter cost controls and escalating supply chain pressures. A cost-effective, easy-to-use 3D machine control system will remove some of that pressure, and ensure that the operator can do their work quickly and safely. SMT GB’s service level and expertise are an excellent match for us, and we look forward to introducing the benefits of Unicontrol 3D to the UK market together!” Concluding, John said,<em> </em>“Unicontrol 3D provides exactly what the industry has been looking for – a simple and user-friendly 3D machine control solution. Its adaptability is key to what I feel makes a great product. Unicontrol was the first system available for excavators, and has now evolved to offer a blade, wheel loader and survey rover system. The Unicontrol cloud allows the complete array of solutions to cohabit seamlessly.” "
17 January 2023,JCB to supply Powerscreen with engines,"https://www.earthmoversmagazine.co.uk/news/view,jcb-to-supply-powerscreen-with-engines_5738.htm","JCB Power Systems has won a contract to supply Stage 5 IPU engines to screening equipment manufacturer Powerscreen. The partnership will see bespoke specification JCB 81kW and 97kW Stage 5 IPU engines power all of the latest models in Powerscreen’s Warrior and Chieftain screening ranges. This will include the Chieftain 1400, Warrior 1400X (pictured above) and Chieftain 2100X models which have been flagships of the Powerscreen brand for over 20 years. Production of the new JCB powered equipment began in August 2022 with the first models now in the market. Neil Robinson, Product and Applications Manager at Powerscreen said, “We have been working with other suppliers for decades but JCB came in and quickly provided an excellent package for key Powerscreen products with minimal fuss. There were a number of reasons for initially specifying these engines including JCB’s market reputation, availability of stock and overall support package, particularly its network across Stage 5 regions,"" Neil continued. ""We then worked very closely with JCB Power Systems on design and integration of the solution and we must give credit to the team for an impressively fast and smooth transition process given the scale of the project.” JCB Power Systems OEM Engines Sales and Applications Manager, Jon McNulty said, “To be selected by a market leading screener manufacturer such as Powerscreen is a fantastic achievement for JCB engines and it is testament to the capability and durability of our IPU models that they can excel in the arduous crushing and screening environment. Their proven performance in this type of application is seeing JCB Power Systems gain significant traction in this huge market.” JCB 81kW and 97kW Stage 5 IPU engines highly efficient performance with a simple, flexible after-treatment solution and common customer connection points to enable easy integration with a wide range of OEM equipment designs. The engine packages have been engineered to be as small as possible, while featuring engine mounted aftertreatment – which comprises a diesel oxidation catalyst with a selective catalytic reduction urea injection system for NOx reduction as standard – to simplify engine integration. Efficiency is the key focus, and the new models deliver incredibly low fuel consumption, thus lowering CO2 and other exhaust emissions. They are ideal for heavy duty environments due to the high-power density of the engines, with its robust design withstanding the environmental factors that are seen in these applications such as dust and vibration. "
