뉴스구분,날짜,링크,제목,요약,본문
By Press Information,3/1/2019,https://www.volvoce.com/global/en/news-and-events/press-releases/2019/volvo-ce-acquires-special-applications-firm-cede/,VOLVO CE ACQUIRES SPECIAL APPLICATIONS FIRM CEDE,Agreement signed to acquire low-volume Swedish machine adaptation specialist,"Volvo Construction Equipment (Volvo CE) has announced that it is to acquire special application partner CeDe Group for an undisclosed sum. CeDe Group is based in Malmo, Sweden, and the deal – which is expected to come into force by mid-March – will include its intellectual property, operations, other assets and staff of circa 45 full-time employees. As the annual volumes produced are relatively low, the deal will have no material effect on the income or financial position of Volvo CE.
CeDe Group has a good reputation in Scandinavia as a low-volume adaptor of construction and mining machinery for special applications. Working for several leading OEMs, including Volvo CE and its dealers, adaptations include developing new bodies for haulers (e.g. fuel, water, waste.), rail conversions for wheeled excavators, as well as conversions for underground mining applications etc.
The company was formed in 2000 and can trace its roots back to Volvo’s original excavator business, Åkerman.
STRENGTHENED, INDEPENDENT SPECIALIST
Under Volvo CE ownership, the vision is that CeDe will remain an agile, entrepreneurial, standalone business. Volvo CE will make available its considerable competences to the company and add additional resources to allow it to expand its market reach and customer bases, becoming a European leader in this specialized field. A strenghtened partner will also support Volvo CE’s objectives of expanding its product offering into new segments and applications, as well as providing a partner who can deliver low volume prototypes and production runs.The company will continue to provide and expand its engineering services to non-Volvo CE customers.
“This acquisition makes sense on a number of strategic levels,” comments Volvo CE President Melker Jernberg. “CeDe has already proven that it has a depth of engineering talent in adapting our machines for specialized applications. This closer relationship will allow Volvo CE to grow our product offerings while at the same time boosting CeDe’s ability to expand into new markets and segments, both with Volvo CE and its other OEM customers.”
CeDe Group’s Chief Executive Krister Johnsson agrees, saying: “We are extremely pleased to be joining the Volvo CE family of companies. With our already long and good relationship with Volvo CE and deep understanding of its products, we are excited at the opportunities to develop our services and expand our reach into new markets.”"
By Press Information,2/21/2019,https://www.volvoce.com/global/en/news-and-events/press-releases/2019/volvo-ce-partners-with-national-geographic-on-sustainability-campaign/,VOLVO CE PARTNERS WITH NATIONAL GEOGRAPHIC ON SUSTAINABILITY CAMPAIGN,Volvo Construction Equipment (Volvo CE) has joined forces with National Geographic to highlight a breathtaking project to save an endangered community against the threat of rising sea levels.,"Through a new collaboration that aligns with both companies’ joint values of creating a planet in balance, this new campaign will reveal how Volvo excavators are helping to build embankments across Sundarbans, an historic region between India and Bangladesh, to protect the land from the threat of flooding. The treasured Sundarbans delta is home to the Bengal Tiger and proclaimed a UNESCO World Heritage Site – but is under the continual threat of devastation without urgent and long-term action.

Situated along the Bay of Bengal, the Sundarbans is home to several endangered species and 4.5 million people. Following a devastating cyclone in 2009, fertile soil was destroyed, livestock killed and the mud walls protecting the islands washed away. As a result, the area is extremely exposed to flooding with tides so dramatic that about a third of land disappears and reappears every day. The problem is also compounded by a lack of clean water in India, a country where 80% of the water is polluted.

The campaign reveals how 20 Volvo excavators have been working on the heritage site to physically build up these embankments again and ensure the land and livestock are protected from the damage caused by saltwater flooding.
The historic region between India and Bangladesh is a UNESCO World Heritage Site.
Blending cinematic content with a story rooted in purpose, the digital partnership will take the form of a series of short films released to a global audience during a one-month-long joint campaign. This will not only be broadcast from today as part of Volvo CE’s award-winning ‘The Megaproject Listing’ – a global digital campaign showcasing some of the most incredible construction projects from around the world – but also across National Geographic’s digital channels.

Bill Law, Senior Vice President of Communications at Volvo CE, says: “This incredible project is another step forward in our global fight against climate change and we are proud to play our part in very literally building a better world. We are delighted that we can highlight the significance of this scheme alongside National Geographic – not only do we share the purpose of building tomorrow, but this partnership allows us to deliver this message to an even greater global audience.”

To learn more about Sundarbans please visit Spirit Magazine and Volvo CE’s social media channels."
By Press Information,2/1/2019,https://www.volvoce.com/global/en/news-and-events/press-releases/2019/volvo-looks-to-the-electric-future-at-bauma-2019/,VOLVO LOOKS TO THE ELECTRIC FUTURE AT BAUMA 2019,"Visitors to this year’s bauma 2019 exhibition in Munich, Germany, will be given a glimpse into the technological future as Volvo Construction Equipment (Volvo CE) looks at Building Tomorrow, showcasing its latest machines and integrated services.","Demonstrating the breadth of the Volvo Group, Volvo CE will be joined at bauma 2019 by sister companies Volvo Penta, Volvo Trucks and Volvo Financial Services. The companies’ participation at the show is much more than a static display – it’s a live event. Under the theme of Building Tomorrow, Volvo’s 2,293m2 indoor stand in Hall C6 and 5,870m2 outdoor stand at FM714 will be a non-stop interactive performance featuring the complete product and service portfolio, for today, tomorrow and well into the future. 
VOLVO SWITCHES TO ELECTRIC IN COMPACT CLASS
bauma 2019 will be the first major industry event following the recent announcement that Volvo CE is to go electric on its Volvo-branded compact excavators and compact wheel loaders in 2020. With this move, Volvo CE becomes the first construction equipment manufacturer to commit to an electric future for its compact machine range. The first two hydraulic-electric machines will be unveiled at bauma, followed by a staged market-by-market introduction and ramp up in 2020.
Electric Compact Wheel Loader.
EXCAVATORS TAKE CENTER STAGE
Excavators are the stars of the show, continuing the thrust of Volvo CE’s worldwide ‘Excavators For Any Challenge’ campaign. New excavators that will be launched at the show include the all-important 20 ton EC200E, alongside the EC15-EC20E compact excavators. Demonstrating not only the breadth of Volvo’s excavator line, but also its length, will be the new EC750E high-reach demolition excavator. As if all that weren’t enough, there will also be the game-changing launches of the EC300E hydraulic-hybrid excavator and an EC220E that features Volvo Active Control automated boom and bucket movements for a more efficient digging process. More to come on these important launches in April.
THE FABULOUS 50 ARE COMING TO MUNICH
In all, there will be 50 machines on Volvo’s two stands, grouped into the sub-themes of ‘load’, ‘dig’, ‘haul’, ‘pave’, ‘innovation’ and ‘service’. Of these, Volvo Services has a much higher emphasis than ever before at this year’s bauma, with every machine supported with a dedicated service offering, via touch screens and other displays. 
‘I’M PROUD OF YOU, MAGGOTS’
There will also be plenty of action happening in the company’s outdoor area. Set to the soundtrack from Volvo CE’s mini-film Pump It Up, featuring Hollywood star Dolph Lundgren, will be a fun machine show – unarguably the best in the business. There will also be Operators’ Club competitions and live action displays on the further developed Dig Assist solution and attachments. 
Volvo’s outdoor stand.
Don’t miss Volvo’s adjacent inside display area either, where the excitement comes in the shape of events that prove that Volvo CE’s success is as much about the excellence of its people as its machines. Throughout the day, a professional master of ceremonies will conduct entertaining presentations (in German and English) focusing on the company’s product and service solutions. This will be supported by video cubes displaying a range of customer interviews, facts, figures and fun. For the first time there will also be an Innovation Area – while the exact details are still under wraps, Automation, Connectivity and Electromobility are sure to be in the spotlight.
BAUMA 2019 – IT’S A FAMILY AFFAIR
Melker Jernberg, the company’s President, will jointly host – along with the presidents of Volvo Penta and Volvo Trucks – an international press conference during the show, in which they will introduce new products and outline the company’s future plans on the innovation journey. 
If you were ever in doubt, Volvo comes to the industry’s biggest show in Munich this spring with the confidence to deliver today and well into the future. Thanks to innovative products and integrated services Volvo will continue to work alongside customers in Building Tomorrow. 

Find out more at #VolvoBauma."
By Press Information,1/30/2019,https://www.volvoce.com/global/en/news-and-events/press-releases/2019/volvo-construction-equipment-sees-sales-up-27-in-2018/,VOLVO CONSTRUCTION EQUIPMENT SEES SALES UP 27% IN 2018,"Supported by a fourth quarter that saw sales up 21% and deliveries increase by 24%, Volvo Construction Equipment ended its strongest year ever buoyed by good demand from all major regions and all industrial segments. ","Volvo Construction Equipment (Volvo CE) ended 2018 strongly, not only posting its best set of annual financial results ever, but also helping parent company the Volvo Group achieve record results. Growth in both machine and service businesses, and increased demand from construction, infrastructure and mining in all major markets, helped Volvo CE deliver strong improvements in sales, operating income, and order intake.
In Q4 2018, net sales increased by 21% to SEK 20,323 M (16,730). Operating income rose by 19% and amounted to SEK 2,157 M (1,820), corresponding to an operating margin of 10.6% (10.9). Earnings were positively impacted by higher sales, which were partially offset by higher production costs and selling expenses. 
For the full year net sales increased by 27%, to SEK 84,238 M (66,313). Adjusted operating income increased to SEK 11,306 M (7,917), corresponding to an operating margin of 13.4% (11.9). 
MARKET CONDITIONS
Demand in Europe improved during the fourth quarter, and was up 12% by the end of November, helped by strong growth in Russia, and moderate growth in the UK, France, Italy and Germany. North America was up by 16% over the same period in 2017, helped by greater demand for excavators (compact excavators up 10%, larger excavators up 23%), while South America saw a gain of 20%, up from low levels in Q4 2017 and driven mostly from growth in Brazil. Excluding China, Asian markets were up 11% compared to last year, boosted by an improving India. The Chinese market itself was strongly up, growing by 35% above 2017, driven by greater demand for excavators (compact and general purpose) and wheel loaders. 
ORDERS AND DELIVERIES
During the fourth quarter of 2018 Volvo CE saw net order intake increase by 9%, largely driven by strong demand for SDLG branded machines in China. Order intake in Europe increased by 2% compared to the same period in 2017. In North America order intake declined by 24%, due to lower orders on medium and large machines after strong demand in Q3 and a particularly strong period in the corresponding quarter of 2017, (which saw order intake up by 86%). In Asia, order intake was up by 26%, while in South America it dipped by 5% and by 22% in Africa and Oceania.
Deliveries increased by 24% during the period, again boosted by higher volumes in China on SDLG products, and good growth in all major regions.
“2018 was a record year for Volvo CE, driven by good demand from all major regions in the construction, infrastructure and mining sectors,” says Melker Jernberg , President of Volvo Construction Equipment. “In the future, we see further potential to increase volume flexibility in the supply chain, to improve quality and to grow our service business. An even stronger service business means that we can provide better support for our customers and also better balance the cyclicality in construction equipment sales.”
During the year Volvo CE continued its drive to develop next-generation solutions, progressing its position in electrification, automation and connectivity. The company demonstrated electric machine prototypes during 2018 and, in a 10-week trial, the company together with customer Skanska tested the Electric Site concept. It is based on autonomous, electric and connected Volvo machines running in a quarry. Results showed that Electric Site can deliver significant reductions in carbon emissions as well as operator costs.
In early 2019 Volvo CE announced that it will stop developing diesel-powered smaller compact equipment in favor of fully electric machines. "
By Press Information,1/16/2019,https://www.volvoce.com/global/en/news-and-events/press-releases/2019/volvo-ce-goes-electric-on-smaller-machines/,VOLVO CE GOES ELECTRIC ON SMALLER MACHINES,"In an industry-first move, Volvo Construction Equipment (Volvo CE) has announced that in 2020 it will start the launch of an electric range of Volvo branded compact wheel loaders and compact excavators.","In a pioneering commitment to future technology, Volvo CE has announced that by mid-2020 it will begin to launch a range of electric compact excavators (EC15 to EC27) and wheel loaders (L20 to L28), stopping new diesel engine-based development of these models.
With this move, Volvo CE is the first construction equipment manufacturer to commit to an electric future for its compact machine range. This follows an overwhelmingly favorable reaction from the market after the successful unveiling of a number of concept machines in recent years, and by working closely with customers. This move is aligned with the Volvo Group’s strategic focus on electromobility in all business areas.
The first machines will be unveiled at the bauma exhibition in April 2019, followed by a staged market-by-market introduction and ramp up in 2020.
While the company stresses that diesel combustion currently remains the most appropriate power source for its larger machines, electric propulsion and battery technology is proving particularly suited to Volvo’s smaller equipment. With research and development investment now focused on the rapid development of its electric compact wheel loaders and excavators, Volvo CE is taking a step towards diesel-free compact equipment in the future.
“Volvo CE is delivering on its commitment of ‘Building Tomorrow’ by driving leadership in electromobility and delivering sustainable solutions that support customer success,” comments the company’s President, Melker Jernberg. “The technology we have been developing is now sufficiently robust and this, together with changes in customer behavior and a heightened regulatory environment, means that now is the right time to commit to electromobility in our compact equipment ranges in the future.”
Further information will follow in the coming months."
By Press Information,11/28/2018,https://www.volvoce.com/global/en/news-and-events/press-releases/2018/volvo-showcases-portfolio-for-sustainable-infrastructure-at-bauma-china/,VOLVO SHOWCASES PORTFOLIO FOR SUSTAINABLE INFRASTRUCTURE AT BAUMA CHINA,"Following its best third quarter ever, Volvo Group is enjoying a powerful demonstration of its innovative products and newly launched Volvo Services – built to drive sustainable growth across the key Chinese market.","From November 27 to 30, sister companies Volvo Construction Equipment (Volvo CE), Volvo Penta, Volvo Financial Services (VFS) and SDLG are revealing its star line up of construction equipment and market-leading technologies designed to handle the region’s rapid infrastructure growth in the most sustainable way possible. Under the theme of ‘Building Tomorrow’, the stand in the Shanghai New International Expo Center (SNIEC) is showcasing to an audience of 200,000 visitors how it has the machines, services and network to adapt to a dynamically changing world.
On top of a continued global sales growth, Volvo CE has demonstrated a growing market share in the region with the Chinese market now 42% higher in Q3 2018 than it was this time last year. Volvo Penta, which is enjoying an annual global average growth of 34% in the off-road segement, is equally firmly established in the region after sales have doubled in China over the last two years.
While political instability, climate change and technological breakthroughs are continuing to influence the global economy, it is Volvo that is standing firm and fully equipped to adapt to this changing landscape and support in China’s world-renowned construction projects, including One Belt One Road (OBOR).
INNOVATION IN EVERYTHING WE DO
Following a joint press conference with Volvo Penta President Björn Ingemanson, Volvo CE President Melker Jernberg, says: “Volvo Group has always been a pioneer in innovation and we are proud to demonstrate this through our role in China’s incredible infrastructure growth. Through advances in digital technology and thanks to a strong collaboration across the Group, we provide the best possible range of products and services to achieve oustanding levels of machine productivity.”
  STARS OF THE SHOW
Across 300,000 sq m of indoor and outdoor exhibition space, Volvo CE is showcasing 11 machines built for customer success – including haulers, excavators, wheel loaders and pavers – while officially launching its Volvo Services for the first time in the Chinese market.
  The heavy duty EC950EL boasts the highest tonnage of all Volvo excavators and has the power to complete a variety of tasks with greater speed. The mini EC18D and ECR25 compact excavators deliver excellent lasting performance, while the next generation wheel loader L220H, the highly efficient EC220EL excavator and the P7820D paver have all been built to meet China’s national IV emission standard for non-road mobile machinery emissions. Newly launched to the market is the EC75D compact excavator, which has built especially for the Chinese market in mind with excellent stability and an extensive working range. And completing the line-up is Volvo’s largest rigid hauler R100E for all mining and quarrying applications.
EMBRACING CLEANER SKIES
Volvo Penta is revealing its engine range for the upcoming China IV regulations, expected to come into force in January 2020. If the China IV legislation is implemented as indicated, Volvo Penta’s engine platform to meet the standards will cover its engine range from 5-13 liters, with power options from 105 to 405 kW (143-551 hp). Each solution features a high-performance engine and perfectly matched exhaust aftertreatment system (EATS).
  Volvo Penta is also demonstrating how it is leveraging the latest technology from Volvo Group’s proven technology platform to provide electrified solutions.
COMMITTED TO CUSTOMER SUPPORT
Furthermore, the show demonstrates how customers in the Chinese market can maximize uptime with a newly launched Volvo Services package, which has been upgraded to offer continous customer support throughout the lifecycle of the equipment. With 34 service offerings provided through the dealer, the integrated customer service package can be tailor-made to suit individual requirements. With no one-size-fits-all approach, the concept unites machines and service offerings across nine categories – including fuel efficiency, productivity, parts and attachments – to provide a total solution package.
  Volvo Financial Service’s bespoke financial solutions have also been incorporated into the Volvo Services package to provide customers with a quick and easy tool to access their finances. In addition, VFS is showcasing its smart thinking with a demonstration of its WeChat Service platform, which allows customers to manage accounts, chat with representatives online and make instant payments all through the touch of a button.
  A new Volvo Customer Experience Center in China has also been launched to help customers better understand Volvo CE’s full range of equipment and personalized services.
  All of this means customers can be confident that Volvo Group is fully equipped to drive sustainable infrastructure growth across China with machines and services that are primed to deliver high productivity and low operational costs.
  Image 1: The Volvo stand at bauma China.
Image 2: The Volvo R100E rigid hauler.
Image 3: Volvo Penta is revealing its engine range at bauma China."
By Press Information,11/21/2018,https://www.volvoce.com/global/en/news-and-events/press-releases/2018/carbon-emissions-reduced-by-98-at-volvo-construction-equipment-and-skanskas-electric-site/,CARBON EMISSIONS REDUCED BY 98% AT VOLVO CONSTRUCTION EQUIPMENT AND SKANSKA'S ELECTRIC SITE,"Volvo Construction Equipment and its customer Skanska have recorded groundbreaking results from their Electric Site research project – including a 98% reduction in carbon emissions, a 70% reduction in energy cost and a 40% reduction in operator cost.","Volvo Construction Equipment (Volvo CE) and its customer Skanska have been testing the viability of the Electric Site research project over the last 10 weeks at Skanska’s Vikan Kross quarry, near Gothenburg, Sweden. The results are now in and they are even better than expected. The tests showed a 98% reduction in carbon emissions, a 70% reduction in energy cost and a 40% reduction in operator cost. The results also indicate that the Electric Site project takes a big step towards helping Volvo CE achieve its future vision where work sites are ten times more efficient, with zero accidents, zero unplanned stops and zero emissions. Together, these results support the potential for a 25% reduction in total cost of operations. However, at this stage, the reduction in total cost of operations is just a prediction. As the prototype machines are part of a research project and are not commercially available, it is impossible to give a guaranteed figure.
  “Over the last ten weeks, we’ve made incredible progress, learnt a lot and seen huge potential in the Electric Site solution’s environmental, efficiency, safety and cost benefits,” says Uwe Müller, Chief Project Manager for the Electric Site at Volvo CE. “In fact, we have decided that we want to learn more, so we will extend our test period with Skanska until the end of the year. The results we have seen so far confirm that this research project is a step towards transforming the quarry and aggregates industry and creating emission-free quarries.”
A POWERFUL PARTNERSHIP
Volvo CE and Skanska revealed the results from the Electric Site research project in front of customers, dealers and the media
The Electric Site project aims to electrify each transport stage in a quarry – from excavation to primary crushing, and transport to secondary crushing. It incorporates electric and autonomous prototype Volvo CE machines, new work methods, and site management systems, which together form a complete site solution. New technology encompasses machine and fleet control systems and logistic solutions for electric machines in quarries.
  “With climate change reshaping our industry, we need to find new, sustainable solutions and build partnerships with organizations that have different competencies,” says Anders Danielsson, President and CEO of Skanska. “Our ambition is that this collaboration with Volvo CE will help us and our customers to reduce our carbon footprint. The power of partnership will make it happen.”
PROTOTYPE MACHINES IN FOCUS
The Electric Site project involves eight HX02 autonomous, battery-electric load carriers, which transport the material from the primary mobile crusher up to the secondary static crusher. When it came to energy use per ton, the HX02s proved that they could help Volvo CE take a big step towards achieving its future vision where work sites are ten times more efficient. The second-generation prototypes incorporate shared technologies and components from the Volvo Group. They use a lithium ion battery to power two electric motors which drive the machine; the hydraulics are driven by an additional electric motor. The HX02 is fitted with a vision system, which allows it to detect humans and obstacles in its vicinity. It can follow an adjustable, pre-programed GPS path.
The LX01 prototype electric hybrid wheel loader delivered more than a 50% improvement in fuel efficiency at the quarry, as well as significant reductions in emissions and noise pollution, compared to its conventional counterparts. Its job was to organize the piles of material at the site. The LX01 is a series hybrid that incorporates a driveline that consists of electric drive motors mounted at the wheels, electric-driven hydraulics, an energy storage system, a significantly smaller diesel engine and new machine architecture, including a new design of the lifting unit. It’s this combination that enables the substantial gain in fuel efficiency.
  The EX01 70-ton, dual-powered, cable-connected excavator prototype loaded the primary crusher at the quarry. The base machine for the EX01 is a Volvo EC750 crawler excavator that has been upgraded to incorporate an electric motor in addition to the diesel engine. At the quarry, the machine was plugged into the grid, so zero emissions were emitted. If the cable is connected, the EX01 will automatically start in electric mode. If it’s not, it will start in diesel mode. The EX01 is operated in exactly the same way as a conventional Volvo excavator.
The fleet of HX02 autonomous, battery-electric load carriers
BUILDING TOMORROW, TOGETHER
“At Volvo CE, we believe in a sustainable future and we are doing our best to build the world we want to live in,” concludes Melker Jernberg, President of Volvo CE. “The Electric Site is one example of how we are trying to achieve this. With this research project we are combining intelligent machines, automation and electromobility to challenge traditional ways of working in the quarrying industry and explore new alternatives. We will now further mature the technologies involved and the reliability of the concept. Developing, testing and validating prototype machines with a customer at an early stage in the process speeds up development and ultimately brings more value to us and our customers.”
 "
By Press Information,11/20/2018,https://www.volvoce.com/global/en/news-and-events/press-releases/2018/volvo-ces-megaproject-listing-building-a-new-city-from-the-ground-up/,VOLVO CE’S MEGAPROJECT LISTING: BUILDING A NEW CITY FROM THE GROUND UP,"With Santa Cruz emerging as Latin America’s fastest growing powerhouse, Bolivia’s biggest city is struggling to control its exponential spread. Now a brand-new city is being built from scratch to ease the boom town’s accelerated urbanization.","In the fifth episode of The Megaproject Listing, Volvo Construction Equipment (Volvo CE) breaks ground on construction of the New Santa Cruz – a sibling city just 20 minutes outside of Santa Cruz – which is being built to house more than 370,000 new inhabitants and 10,000 new businesses. An unprecedented model for urban development, the scheme is designed to further boost economic growth and become a symbol for sustainable urban planning.

Fueled by profits from oil, gas and food production and advantageously bordering Brazil and Paraguay, Santa Cruz is now close to almost three million residents. It is the 14th fastest growing metropolis in the world and its urban sprawl is set to expand even further with a doubling of its population over the next 15 years. The city’s rapid growth, coupled with its strategic location in the heart of Latin America and an expansive infrastructure network, has led to the conception of an urbanization masterplan.

Volvo CE’s latest cinematic campaign confronts the reality of increased population growth head on by showcasing the first seeds of an ambitious megaproject in the heart of the Global South. Through a series of short films, Volvo CE is inviting viewers to take a closer look at the people and numbers behind this innovative construction project and offering a unique insight into a largescale operation to tackle global urbanization.

Bolstered by a $2.5 billion investment and led by developers La Fuente Group, New Santa Cruz will be made up of 700 hectares of commercial space, 3,000 hectares of housing and a further 2,500 hectares of green space. The multi-dimensial site will combine the need to accommodate commercial trade with the need to provide sustainable living and will make use of existing connections from the Viru Viru international Airport, the Bolivia Brazil railroad network and major highways in and out of the country.
Construction of New Santa Cruz is being carried out in phases with the groundwork for the first phase only just beginning. More than 100 Volvo machines, among them compactors, wheel loaders and excavators, were chosen to lead on construction because of the machines’ ability to operate in Bolivia’s conflicting climates – suited to both the high and dry conditions in La Paz and the wet lowlands of Santa Cruz.

Tiffany Cheng, Global Director, External Communications, at Volvo CE, said: “This inspiring project is a prominent example of the way our cities are evolving in the modern age. Not only is New Santa Cruz destined to transform the region and become a hub for economic trade, but it will stand up to the pressures of increasing population growth. Urbanization is a challenge for us all, but Volvo CE is proud to be a part of the solution”

Find out more on Spirit Magazine.
 "
By Press Information,11/16/2018,https://www.volvoce.com/global/en/news-and-events/press-releases/2018/four-things-you-should-know-about-the-quarry-and-aggregates-industry/,FOUR THINGS YOU SHOULD KNOW ABOUT THE QUARRY AND AGGREGATES INDUSTRY,"Quarries deliver vital building materials to construction sites all around the world – but there’s a lot more to the industry than that. Here are four things you might not know about the quarry and aggregates business, from what the future has in store to the various uses inactive quarries can take on.","1. IT’S BIGGER THAN YOU’D THINK
Quarrying and aggregates is big business in virtually every part of the world – and market figures suggest it’s only getting bigger. Experts predict that between 2018 and 2026, the market for construction aggregates will expand at a compound annual growth rate of 6.8%. With this kind of growth, the industry will naturally become more valuable, too. According to Future Market Insights, it will be worth $468.2 billion by 2024. As well as contributing to the global economy, the industry is also a major employer. It is estimated that the quarry and aggregates industry employs more than 4 million people worldwide. 
  Asia Pacific is the largest region of supply, accounting for around 65% of the total market in 2017. China, which is also the world’s biggest producer of coal, gold and most rare earth materials, was the largest aggregates producer last year, accounting for around 42% of the total market.
2. IT’S NOT JUST STONE THAT GETS QUARRIED
Broadly speaking, quarried materials include sand, gravel, clay, dimensional stone and crushed stone – the latter of which is estimated to hold a significant share of the total market revenue. These materials are used directly in construction and are also key ingredients for manufactured building materials, such as asphalt and cement, making them an integral component in the construction of our roads and buildings. To create one kilometer of road 10 meters wide, for example, could use over 500 loads of crushed stone from Volvo CE’s R100E rigid hauler.
3. THE FUTURE IS ELECTRIC
Right now, Volvo CE is working on one of the biggest breakthroughs the industry has ever seen. Together with its customer Skanska, Volvo CE is testing the world’s first ‘emission-free’ quarry. This is part of the company’s ‘Electric Site’ research project, which aims to electrify each transport stage in a quarry – from excavation to primary crushing, and transport to secondary crushing.
  Three concept vehicles are being tested at the Electric Site: the HX02 (an autonomous, battery-electric load carrier), the EX01 (a dual-powered, cable-connected excavator) and the LX01 (an electric hybrid wheel loader). Although these machines are still in the prototype phase, they could potentially deliver up to a 95% reduction in carbon emissions and up to a 25% reduction in total cost of operations.
4. DISUSED QUARRIES ARE SURPRISINGLY USEFUL
There are roughly 500,000 extraction sites worldwide, producing up to 50 billion tons of aggregates. When quarries are put out of action, they don’t go to waste – and some go on to have surprising uses. A conservation project in the UK by the Royal Society for the Preservation of Birds (RSPB) turned 50 abandoned quarries into nature reserves packed with grassland, woodland and wetland that would be home to more than 50 ‘at risk’ species. A disused limestone quarry in Dalarna, Sweden, has been transformed into a concert venue playing host to acts including Led Zeppelin and Patti Smith. Other fascinating reinventions include a former granite quarry turned soccer stadium in Portugal.
  Image 1: Quarries present all kinds of challenges – but not for Volvo CE machines.
Image 2: Volvo CE’s R100E is the ideal machine for quarrying applications.
Image 3: Volvo CE’s HX02 is an autonomous, battery-electric, load carrier that is being tested at a Skanska quarry in Sweden.
Image 4: A disused quarry in the North of England."
By Press Information,10/24/2018,https://www.volvoce.com/global/en/news-and-events/press-releases/2018/watch-how-a-hollywood-action-hero-gives-volvo-excavators-the-boot-camp-treatment/,WATCH HOW A HOLLYWOOD ACTION HERO GIVES VOLVO EXCAVATORS THE BOOT CAMP TREATMENT,Volvo Construction Equipment (Volvo CE) has teamed up with Swedish star Dolph Lundgren to showcase the ultimate in excavator endurance in stunt-filled mini-movie Pump It Up.,"Revealing the toughness, versatility and intelligent engineering behind Volvo CE’s full range of excavators, the film tests the limits of heavy equipment during an exhilarating and entertaining army bootcamp, led by drill instructor Dolph Lundgren. The 80s powerhouse behind films including Rocky IV, Universal Soldier and The Expendables drives the action in a cinematic display of man against machine.
  Click here to watch the film.
  In the film – a comic nod to the action movies that Dolph Lundgren is renowned for – a line-up of Volvo excavators weighing between 1.5 to 95 tons are put through their paces in an exhausting assault course.
  During a series of extraordinary stunts, the machines are seen pulling Dolph Lundgren atop a huge concrete block across an unknown desert location, flipping gigantic tires across a muddy track and taking part in what is thought to be the world’s first ever excavator pull-up – fulfilling the film’s final message that they really are ‘excavators for any challenge’. All of this is set to the iconic beat of the 1989 hit song ‘Pump up the Jam’ by Belgian music group Technotronic.
  Bill Law, Senior Vice President of Corporate Communications at Volvo CE, said: “This is a good demonstration of the flexibility and strength of our excavators, from the small to the mighty. The result is a feel-good mini movie with Hollywood impact. Some of these stunts are a little out of the ordinary, but we wanted to be daring and set ourselves a challenge to push them further. Our excavators work hard every day at construction sites all over the world, something that requires precisely that power and stamina, together with skilled operators behind the wheel.”
  Dolph Lundgren has starred in major Hollywood productions for more than 30 years and is currently enjoying a surge in popularity thanks to leading roles in new Hollywood blockbusters Creed II and Aquaman, both out later this year. With a background in engineering and a scholarship to the renowned US university MIT, he is well matched against the brains and brawn of Volvo’s excavator range.
  He said: “This job was probably the most unusual role I’ve ever taken on. It was fascinating to see Volvo’s excavators and its skilled operators performing all the various physical exercises - with absolutely no movie stunts involved. Honestly, I didn’t think it was even possible. Being born in Sweden, I have a long relationship with this classic Swedish brand. As a young boy, I rode in the back of my dad’s Volvo. To me, Volvo represents some great Scandinavian values, like clean design, excellent quality and a true care for the environment. I’m really pleased to get this opportunity for us to work together.”
  Few machines are as versatile as the excavator. This campaign highlights the ability of Volvo excavators to deliver optimum power and performance for almost any task. While pull-ups and tire flips are not everyday activities, these stunts are entirely authentic and were carried out by professionals in a safe and closed environment. In the real world Volvo’s range of machines can be relied on for everything from site preparation, trenching and excavation to demolition, truck loading and pipe laying.
  Click here to watch a mini-documentary on the film.
  For further information, please visit: www.volvoce.com/pumpitup.
  Notes to Editors:
With a history dating back 185 years, Volvo CE is one of the longest established global producers of products and services for the construction, extraction, waste processing, forestry and materials handling sectors. Principal equipment includes excavators, wheel loaders and haulers, as well as road machinery. Marketed under the Volvo, SDLG and Terex Trucks brands, the company’s products and services are sold and supported via a global network of dealers.
i-movie Pump It Up."
